objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
col002_oc_78,col002_ocyearbook_1930-1931.pdf,Occident Club Yearbook 1930-1931,Meridian Occident Club,1930-1931,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_79,col002_ocyearbook_1932-1933.pdf,Occident Club Yearbook 1932-1933,Meridian Occident Club,1932-1933,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_80,col002_ocyearbook_1933-1934.pdf,Occident Club Yearbook 1933-1934,Meridian Occident Club,1933-1934,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_81,col002_ocyearbook_1934-1935.pdf,Occident Club Yearbook 1934-1935,Meridian Occident Club,1934-1935,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_82,col002_ocyearbook_1935-1936.pdf,Occident Club Yearbook 1935-1936,Meridian Occident Club,1935-1936,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_83,col002_ocyearbook_1936-1937.pdf,Occident Club Yearbook 1936-1937,Meridian Occident Club,1936-1937,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_84,col002_ocyearbook_1937-1938.pdf,Occident Club Yearbook 1937-1938,Meridian Occident Club,1937-1938,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_85,col002_ocyearbook_1938-1939.pdf,Occident Club Yearbook 1938-1939,Meridian Occident Club,1938-1939,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_86,col002_ocyearbook_1939-1940.pdf,Occident Club Yearbook 1939-1940,Meridian Occident Club,1939-1940,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_87,col002_ocyearbook_1940-1941.pdf,Occident Club Yearbook 1940-1941,Meridian Occident Club,1940-1941,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_88,col002_ocyearbook_1941-1942.pdf,Occident Club Yearbook 1941-1942,Meridian Occident Club,1941-1942,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
